term,term_adapted,term_context,Sociability,Morality,Assertiveness,Ability,Beliefs,Status,Health,Emotions,Geography,Occupation,Appearance,Beauty,Family,Deviance,SocialGroups,Gender,Race,Age,Sexual.Orientation,Valence,Valence_dir,Sociability_dir,Morality_dir,Assertiveness_dir,Ability_dir,Beliefs_dir,Status_dir,Health_dir,Geography_dir,Occupation_dir,Beauty_dir,Deviance_dir,Activation_dir,Emotionalvalence_dir,Age.youngtoold_dir,SexOr.LGBtostr8_dir,Gender.femtomasc_dir,Gender.nonbinary&trans,Sum,Sentence,Sentence_bold,Sentence_qualtrics,Sentence_bold_qualtrics,Sentence_bold_qualtrics2
hat,hats,A person who is hats,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person wears hats they are also likely to be:,If a person <b>wears hats</b> they are also likely to be:,"""If a person wears hats they are also likely to be:"",","""If a person <b>wears hats</b> they are also likely to be:"",","""If a person <b>wears hats</b> they are also likely to:"","
attractive,attractive,A person who is attractive,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,If a person is attractive they are also likely to be:,If a person is <b>attractive</b> they are also likely to be:,"""If a person is attractive they are also likely to be:"",","""If a person is <b>attractive</b> they are also likely to be:"",","""If a person is <b>attractive</b> they are also likely to:"","
unattractive,unattractive,A person who is unattractive,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,2,If a person is unattractive they are also likely to be:,If a person is <b>unattractive</b> they are also likely to be:,"""If a person is unattractive they are also likely to be:"",","""If a person is <b>unattractive</b> they are also likely to be:"",","""If a person is <b>unattractive</b> they are also likely to:"","
beautiful,beautiful,A person who is beautiful,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,If a person is beautiful they are also likely to be:,If a person is <b>beautiful</b> they are also likely to be:,"""If a person is beautiful they are also likely to be:"",","""If a person is <b>beautiful</b> they are also likely to be:"",","""If a person is <b>beautiful</b> they are also likely to:"","
ugly,ugly,A person who is ugly,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,2,If a person is ugly they are also likely to be:,If a person is <b>ugly</b> they are also likely to be:,"""If a person is ugly they are also likely to be:"",","""If a person is <b>ugly</b> they are also likely to be:"",","""If a person is <b>ugly</b> they are also likely to:"","
pretty,pretty,A person who is pretty,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,If a person is pretty they are also likely to be:,If a person is <b>pretty</b> they are also likely to be:,"""If a person is pretty they are also likely to be:"",","""If a person is <b>pretty</b> they are also likely to be:"",","""If a person is <b>pretty</b> they are also likely to:"","
unsightly,unsightly,A person who is unsightly,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,2,If a person is unsightly they are also likely to be:,If a person is <b>unsightly</b> they are also likely to be:,"""If a person is unsightly they are also likely to be:"",","""If a person is <b>unsightly</b> they are also likely to be:"",","""If a person is <b>unsightly</b> they are also likely to:"","
handsome,handsome,A person who is handsome,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,If a person is handsome they are also likely to be:,If a person is <b>handsome</b> they are also likely to be:,"""If a person is handsome they are also likely to be:"",","""If a person is <b>handsome</b> they are also likely to be:"",","""If a person is <b>handsome</b> they are also likely to:"","
hideous,hideous,A person who is hideous,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,2,If a person is hideous they are also likely to be:,If a person is <b>hideous</b> they are also likely to be:,"""If a person is hideous they are also likely to be:"",","""If a person is <b>hideous</b> they are also likely to be:"",","""If a person is <b>hideous</b> they are also likely to:"","
mother,a mother,A person who is a mother,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a mother they are also likely to be:,If a person is <b>a mother</b> they are also likely to be:,"""If a person is a mother they are also likely to be:"",","""If a person is <b>a mother</b> they are also likely to be:"",","""If a person is <b>a mother</b> they are also likely to:"","
father,a father,A person who is a father,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a father they are also likely to be:,If a person is <b>a father</b> they are also likely to be:,"""If a person is a father they are also likely to be:"",","""If a person is <b>a father</b> they are also likely to be:"",","""If a person is <b>a father</b> they are also likely to:"","
son,a son,A person who is a son,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a son they are also likely to be:,If a person is <b>a son</b> they are also likely to be:,"""If a person is a son they are also likely to be:"",","""If a person is <b>a son</b> they are also likely to be:"",","""If a person is <b>a son</b> they are also likely to:"","
daughter,a daughter,A person who is a daughter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a daughter they are also likely to be:,If a person is <b>a daughter</b> they are also likely to be:,"""If a person is a daughter they are also likely to be:"",","""If a person is <b>a daughter</b> they are also likely to be:"",","""If a person is <b>a daughter</b> they are also likely to:"","
parent,a parent,A person who is a parent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a parent they are also likely to be:,If a person is <b>a parent</b> they are also likely to be:,"""If a person is a parent they are also likely to be:"",","""If a person is <b>a parent</b> they are also likely to be:"",","""If a person is <b>a parent</b> they are also likely to:"","
grandparents,a grandparent,A person who is a grandparent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a grandparent they are also likely to be:,If a person is <b>a grandparent</b> they are also likely to be:,"""If a person is a grandparent they are also likely to be:"",","""If a person is <b>a grandparent</b> they are also likely to be:"",","""If a person is <b>a grandparent</b> they are also likely to:"","
grandkids,a grandkid,A person who is a grandkid,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a grandkid they are also likely to be:,If a person is <b>a grandkid</b> they are also likely to be:,"""If a person is a grandkid they are also likely to be:"",","""If a person is <b>a grandkid</b> they are also likely to be:"",","""If a person is <b>a grandkid</b> they are also likely to:"","
brother,a brother,A person who is a brother,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a brother they are also likely to be:,If a person is <b>a brother</b> they are also likely to be:,"""If a person is a brother they are also likely to be:"",","""If a person is <b>a brother</b> they are also likely to be:"",","""If a person is <b>a brother</b> they are also likely to:"","
sister,a sister,A person who is a sister,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a sister they are also likely to be:,If a person is <b>a sister</b> they are also likely to be:,"""If a person is a sister they are also likely to be:"",","""If a person is <b>a sister</b> they are also likely to be:"",","""If a person is <b>a sister</b> they are also likely to:"","
sibling,a sibling,A person who is a sibling,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a sibling they are also likely to be:,If a person is <b>a sibling</b> they are also likely to be:,"""If a person is a sibling they are also likely to be:"",","""If a person is <b>a sibling</b> they are also likely to be:"",","""If a person is <b>a sibling</b> they are also likely to:"","
typical,typical,A person who is typical,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,If a person is typical they are also likely to be:,If a person is <b>typical</b> they are also likely to be:,"""If a person is typical they are also likely to be:"",","""If a person is <b>typical</b> they are also likely to be:"",","""If a person is <b>typical</b> they are also likely to:"","
atypical,atypical,A person who is atypical,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,1,If a person is atypical they are also likely to be:,If a person is <b>atypical</b> they are also likely to be:,"""If a person is atypical they are also likely to be:"",","""If a person is <b>atypical</b> they are also likely to be:"",","""If a person is <b>atypical</b> they are also likely to:"","
ordinary,ordinary,A person who is ordinary,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,If a person is ordinary they are also likely to be:,If a person is <b>ordinary</b> they are also likely to be:,"""If a person is ordinary they are also likely to be:"",","""If a person is <b>ordinary</b> they are also likely to be:"",","""If a person is <b>ordinary</b> they are also likely to:"","
unusual,unusual,A person who is unusual,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,1,If a person is unusual they are also likely to be:,If a person is <b>unusual</b> they are also likely to be:,"""If a person is unusual they are also likely to be:"",","""If a person is <b>unusual</b> they are also likely to be:"",","""If a person is <b>unusual</b> they are also likely to:"","
average,average,A person who is average,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,If a person is average they are also likely to be:,If a person is <b>average</b> they are also likely to be:,"""If a person is average they are also likely to be:"",","""If a person is <b>average</b> they are also likely to be:"",","""If a person is <b>average</b> they are also likely to:"","
different,different,A person who is different,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,1,If a person is different they are also likely to be:,If a person is <b>different</b> they are also likely to be:,"""If a person is different they are also likely to be:"",","""If a person is <b>different</b> they are also likely to be:"",","""If a person is <b>different</b> they are also likely to:"","
normal,normal,A person who is normal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,If a person is normal they are also likely to be:,If a person is <b>normal</b> they are also likely to be:,"""If a person is normal they are also likely to be:"",","""If a person is <b>normal</b> they are also likely to be:"",","""If a person is <b>normal</b> they are also likely to:"","
weird,weird,A person who is weird,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,1,If a person is weird they are also likely to be:,If a person is <b>weird</b> they are also likely to be:,"""If a person is weird they are also likely to be:"",","""If a person is <b>weird</b> they are also likely to be:"",","""If a person is <b>weird</b> they are also likely to:"","
generic,generic,A person who is generic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,If a person is generic they are also likely to be:,If a person is <b>generic</b> they are also likely to be:,"""If a person is generic they are also likely to be:"",","""If a person is <b>generic</b> they are also likely to be:"",","""If a person is <b>generic</b> they are also likely to:"","
unique,unique,A person who is unique,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,1,If a person is unique they are also likely to be:,If a person is <b>unique</b> they are also likely to be:,"""If a person is unique they are also likely to be:"",","""If a person is <b>unique</b> they are also likely to be:"",","""If a person is <b>unique</b> they are also likely to:"","
commonplace,commonplace,A person who is commonplace,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,If a person is commonplace they are also likely to be:,If a person is <b>commonplace</b> they are also likely to be:,"""If a person is commonplace they are also likely to be:"",","""If a person is <b>commonplace</b> they are also likely to be:"",","""If a person is <b>commonplace</b> they are also likely to:"","
distinct,distinct,A person who is distinct,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,1,If a person is distinct they are also likely to be:,If a person is <b>distinct</b> they are also likely to be:,"""If a person is distinct they are also likely to be:"",","""If a person is <b>distinct</b> they are also likely to be:"",","""If a person is <b>distinct</b> they are also likely to:"","
unremarkable,unremarkable,A person who is unremarkable,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,If a person is unremarkable they are also likely to be:,If a person is <b>unremarkable</b> they are also likely to be:,"""If a person is unremarkable they are also likely to be:"",","""If a person is <b>unremarkable</b> they are also likely to be:"",","""If a person is <b>unremarkable</b> they are also likely to:"","
strange,strange,A person who is strange,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,1,If a person is strange they are also likely to be:,If a person is <b>strange</b> they are also likely to be:,"""If a person is strange they are also likely to be:"",","""If a person is <b>strange</b> they are also likely to be:"",","""If a person is <b>strange</b> they are also likely to:"","
conventional,conventional,A person who is conventional,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,If a person is conventional they are also likely to be:,If a person is <b>conventional</b> they are also likely to be:,"""If a person is conventional they are also likely to be:"",","""If a person is <b>conventional</b> they are also likely to be:"",","""If a person is <b>conventional</b> they are also likely to:"","
unconventional,unconventional,A person who is unconventional,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,1,If a person is unconventional they are also likely to be:,If a person is <b>unconventional</b> they are also likely to be:,"""If a person is unconventional they are also likely to be:"",","""If a person is <b>unconventional</b> they are also likely to be:"",","""If a person is <b>unconventional</b> they are also likely to:"","
millionaire,a millionaire,A person who is a millionaire,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a millionaire they are also likely to be:,If a person is <b>a millionaire</b> they are also likely to be:,"""If a person is a millionaire they are also likely to be:"",","""If a person is <b>a millionaire</b> they are also likely to be:"",","""If a person is <b>a millionaire</b> they are also likely to:"","
destitute,destitute,A person who is destitute,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is destitute they are also likely to be:,If a person is <b>destitute</b> they are also likely to be:,"""If a person is destitute they are also likely to be:"",","""If a person is <b>destitute</b> they are also likely to be:"",","""If a person is <b>destitute</b> they are also likely to:"","
tense,tense,A person who is tense,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,NA,NA,NA,NA,1,,,,,
upset,upset,A person who is upset,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,NA,NA,NA,NA,1,,,,,
good,good,A person who is good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
amazing,amazing,A person who is amazing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
awesome,awesome,A person who is awesome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
best,the best,A person who is best,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
better,better,A person who is better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
desirable,desirable,A person who is desirable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
favorable,favorable,A person who is favorable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
great,great,A person who is great,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
like,likable,A person who is like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
marvelous,marvelous,A person who is marvelous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
perfect,perfect,A person who is perfect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
pleasurable,pleasurable,A person who is pleasurable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
positive,positive,A person who is positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
spectacular,spectacular,A person who is spectacular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
superb,superb,A person who is superb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
wonderful,wonderful,A person who is wonderful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
bad,bad,A person who is bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
appalling,appalling,A person who is appalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
atrocious,atrocious,A person who is atrocious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
awful,awful,A person who is awful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
dislike,dislikable,A person who is dislike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
dreadful,dreadful,A person who is dreadful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
horrible,horrible,A person who is horrible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
imperfect,imperfect,A person who is imperfect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
negative,negative,A person who is negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
terrible,terrible,A person who is terrible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
undesirable,undesirable,A person who is undesirable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
unfavorable,unfavorable,A person who is unfavorable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
unpleasurable,unpleasurable,A person who is unpleasurable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
worse,worse,A person who is worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
worsening,worsening,A person who is worsening,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
worst,the worst,A person who is worst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,
